"","City","Date","Total.Pollen.Count","Acer","Ambrosia","Artemisia","Asteraceae..Excluding.Ambrosia.and.Artemisia.","Betula","Carya","Celtis","Chenopodiaceae.Amaranthaceae.","Cupressaceae","Fagus","Fraxinus","Gramineae...Poaceae","Juglans","Liquidambar","Morus","Other.Tree.Pollen","Pinaceae","Platanus","Populus","Prosopis","Quercus","Rumex","Salix","Ulmus","Urticaceae","Chenopodiaceae.Amaranthaceae","Alnus","Arecaceae","Carpinus.Ostrya","Corylus","Cyperaceae","Ligustrum","Myrica","Olea","Other.Grass.Pollen","Other.Weed.Pollen","Plantago","Tilia","Typha","Unidentified.Pollen"
"15678","Tulsa","2009-04-22",2016,413,NA,NA,NA,NA,NA,13,NA,22,NA,13,4,NA,NA,67,NA,NA,NA,NA,NA,1329,NA,89,NA,NA,NA,NA,NA,13,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,49
"15679","Tulsa","2009-04-23",2075,440,NA,NA,NA,NA,53,22,NA,18,NA,40,13,NA,NA,76,NA,53,NA,4,NA,1169,22,111,NA,NA,NA,NA,NA,27,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,18
"15680","Tulsa","2009-04-24",1679,404,NA,NA,NA,4,27,NA,NA,9,NA,71,36,4,4,89,13,71,NA,NA,NA,729,9,147,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
"15681","Tulsa","2009-04-27",444,51,NA,NA,NA,4,53,NA,NA,NA,NA,22,9,18,NA,40,42,51,2,2,NA,84,4,38,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,18
"15682","Tulsa","2009-04-28",222,22,NA,NA,NA,2,18,NA,NA,NA,NA,13,20,9,NA,16,18,36,NA,NA,NA,33,2,11,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,11
"15683","Tulsa","2009-04-29",304,40,NA,NA,NA,NA,11,NA,NA,NA,NA,13,2,9,NA,122,4,16,9,NA,NA,53,NA,11,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15684","Tulsa","2009-05-01",26,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,4,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15685","Tulsa","2009-05-04",94,4,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,2,7,NA,24,4,27,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7
"15686","Tulsa","2009-05-05",37,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,2,7,NA,4,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2
"15687","Tulsa","2009-05-06",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15688","Tulsa","2009-05-07",121,4,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,2,16,NA,9,NA,2,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4
"15689","Tulsa","2009-05-08",152,2,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,9,13,NA,11,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,20
"15690","Tulsa","2009-05-11",99,7,NA,NA,NA,NA,18,2,NA,NA,NA,NA,16,13,NA,7,NA,2,NA,NA,NA,7,4,4,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,13
"15691","Tulsa","2009-05-12",130,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,11,16,NA,20,NA,7,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,29
"15692","Tulsa","2009-05-13",137,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,9,29,NA,20,NA,4,NA,NA,NA,NA,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,18
"15693","Tulsa","2009-05-14",642,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,118,38,NA,193,NA,22,NA,NA,NA,20,16,NA,NA,NA,NA,NA,NA,47,NA,2,NA,NA,NA,NA,NA,4,NA,NA,13
"15694","Tulsa","2009-05-15",102,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,2,24,2,NA,51,NA,2,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15695","Tulsa","2009-05-18",227,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,78,9,NA,20,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,2,NA,NA,13
"15696","Tulsa","2009-05-19",151,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,56,4,NA,11,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,16
"15697","Tulsa","2009-05-26",126,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,44,NA,NA,44,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"15698","Tulsa","2009-05-27",249,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,36,NA,NA,53,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,98,NA,NA,29
"15699","Tulsa","2009-05-29",179,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,4,NA,NA,116,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,18,NA,4,NA,NA,NA,NA,NA,7,NA,NA,13
"15700","Tulsa","2009-06-01",77,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,44,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,11
"15701","Tulsa","2009-06-02",127,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,87,2,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2,NA,NA,13
"15702","Tulsa","2009-06-03",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,13
"15703","Tulsa","2009-06-04",87,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,36,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"15704","Tulsa","2009-06-05",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,9,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,7
"15705","Tulsa","2009-06-08",88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,NA,NA,11
"15706","Tulsa","2009-06-09",73,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,16
"15707","Tulsa","2009-06-10",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,22
"15708","Tulsa","2009-06-11",34,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,9
"15709","Tulsa","2009-06-12",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15710","Tulsa","2009-06-15",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15711","Tulsa","2009-06-16",74,NA,NA,NA,NA,NA,7,NA,4,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,13
"15712","Tulsa","2009-06-17",37,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,27,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15713","Tulsa","2009-06-18",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15714","Tulsa","2009-06-19",32,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"15715","Tulsa","2009-06-22",50,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15716","Tulsa","2009-06-23",51,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15717","Tulsa","2009-06-24",33,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15718","Tulsa","2009-06-25",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15719","Tulsa","2009-06-26",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15720","Tulsa","2009-06-29",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"15721","Tulsa","2009-06-30",35,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,9
"15722","Tulsa","2009-07-01",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"15723","Tulsa","2009-07-02",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15724","Tulsa","2009-07-06",30,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,13,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15725","Tulsa","2009-07-07",13,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15726","Tulsa","2009-07-08",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15727","Tulsa","2009-07-09",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15728","Tulsa","2009-07-10",20,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15729","Tulsa","2009-07-13",4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15730","Tulsa","2009-07-14",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2
"15731","Tulsa","2009-07-15",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15732","Tulsa","2009-07-20",24,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15733","Tulsa","2009-07-21",31,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15734","Tulsa","2009-07-22",15,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15735","Tulsa","2009-07-23",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15736","Tulsa","2009-07-24",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15737","Tulsa","2009-07-27",18,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15738","Tulsa","2009-07-28",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15739","Tulsa","2009-07-29",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15740","Tulsa","2009-07-30",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15741","Tulsa","2009-07-31",15,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15742","Tulsa","2009-08-03",13,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15743","Tulsa","2009-08-04",28,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15744","Tulsa","2009-08-05",41,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15745","Tulsa","2009-08-06",31,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15746","Tulsa","2009-08-07",21,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15747","Tulsa","2009-08-10",31,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15748","Tulsa","2009-08-11",19,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15749","Tulsa","2009-08-12",12,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15750","Tulsa","2009-08-13",40,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"15751","Tulsa","2009-08-14",35,NA,2,NA,NA,NA,NA,NA,7,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"15752","Tulsa","2009-08-17",42,NA,7,NA,NA,NA,NA,NA,11,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"15753","Tulsa","2009-08-18",47,NA,20,NA,NA,NA,NA,NA,2,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15754","Tulsa","2009-08-19",22,NA,7,NA,NA,NA,NA,NA,2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15755","Tulsa","2009-08-21",8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15756","Tulsa","2009-08-24",63,NA,29,NA,NA,NA,NA,NA,7,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"15757","Tulsa","2009-08-25",59,NA,38,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15758","Tulsa","2009-08-26",162,NA,129,NA,NA,NA,NA,NA,20,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15759","Tulsa","2009-08-27",205,NA,140,NA,NA,NA,NA,NA,18,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"15760","Tulsa","2009-08-28",320,NA,271,NA,NA,NA,NA,NA,2,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"15761","Tulsa","2009-08-31",553,NA,493,NA,NA,NA,NA,NA,18,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"15762","Tulsa","2009-09-01",380,NA,333,NA,NA,NA,NA,NA,7,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"15763","Tulsa","2009-09-02",282,NA,237,NA,NA,NA,NA,NA,16,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"15764","Tulsa","2009-09-04",128,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15765","Tulsa","2009-09-08",537,NA,373,NA,NA,NA,NA,NA,4,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15766","Tulsa","2009-09-09",758,NA,638,4,NA,NA,NA,NA,2,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"15767","Tulsa","2009-09-11",526,NA,489,NA,NA,NA,NA,NA,13,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"15768","Tulsa","2009-09-14",547,NA,526,NA,NA,NA,NA,NA,4,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15769","Tulsa","2009-09-15",310,NA,298,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15770","Tulsa","2009-09-16",434,NA,402,NA,NA,NA,NA,NA,7,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"15771","Tulsa","2009-09-17",458,NA,422,7,NA,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15772","Tulsa","2009-09-18",415,NA,300,32,NA,NA,NA,NA,20,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15773","Tulsa","2009-09-21",271,NA,227,7,NA,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"15774","Tulsa","2009-09-22",236,NA,211,4,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"15775","Tulsa","2009-09-23",51,NA,30,6,NA,NA,NA,NA,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15776","Tulsa","2009-09-24",59,NA,38,11,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15777","Tulsa","2009-09-25",71,NA,38,11,NA,NA,NA,NA,13,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15778","Tulsa","2009-10-01",154,NA,126,NA,NA,NA,NA,NA,11,2,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15779","Tulsa","2009-10-02",337,NA,192,26,NA,NA,NA,NA,38,72,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
